Marker	Graph	Xaxis	sort
Bo1g147220.1	C01	41581214	5824
Bo1g147230.1	C01	41587359	5825
Bo1g147240.1	C01	41592754	5826
Bo1g147250.1	C01	41600988	5827
Bo1g147260.1	C01	41604904	5828
Bo1g147270.1	C01	41607478	5829
Bo1g147280.1	C01	41610272	5830
Bo1g147290.1	C01	41614647	5831
Bo1g147300.1	C01	41616461	5832
Bo1g147310.1	C01	41618754	5833
Bo1g147320.1	C01	41623242	5834
Bo1g147330.1	C01	41628012	5835
Bo1g147340.1	C01	41629385	5836
Bo1g147350.1	C01	41631566	5837
Bo1g147360.1	C01	41633612	5838
Bo1g147370.1	C01	41648080	5839
Bo1g147380.1	C01	41659774	5840
Bo1g147390.1	C01	41664367	5841
Bo1g147400.1	C01	41673447	5842
Bo1g147410.1	C01	41676379	5843
Bo1g147420.1	C01	41678567	5844
Bo1g147430.1	C01	41679909	5845
Bo1g147440.1	C01	41682359	5846
Bo1g147450.1	C01	41690955	5847
Bo1g147460.1	C01	41694052	5848
Bo1g147470.1	C01	41697825	5849
Bo1g147480.1	C01	41700315	5850
Bo1g147490.1	C01	41712436	5851
Bo1g147500.1	C01	41715995	5852
Bo1g147510.1	C01	41717030	5853
Bo1g147520.1	C01	41729116	5854
Bo1g147530.1	C01	41729687	5855
Bo1g147540.1	C01	41742484	5856
Bo1g147550.1	C01	41745323	5857
Bo1g147560.1	C01	41750499	5858
Bo1g147570.1	C01	41757392	5859
Bo1g147580.1	C01	41759822	5860
Bo1g147590.1	C01	41764490	5861
Bo1g147600.1	C01	41767335	5862
Bo1g147610.1	C01	41771339	5863
Bo1g147620.1	C01	41783487	5864
Bo1g147630.1	C01	41789808	5865
Bo1g147640.1	C01	41790430	5866
Bo1g147650.1	C01	41794158	5867
Bo1g147660.1	C01	41799334	5868
Bo1g147670.1	C01	41802466	5869
Bo1g147680.1	C01	41806911	5870
Bo1g147690.1	C01	41810296	5871
Bo1g147700.1	C01	41813168	5872
Bo1g147710.1	C01	41818142	5873
Bo1g147720.1	C01	41823200	5874
Bo1g147730.1	C01	41825265	5875
Bo1g147740.1	C01	41851235	5876
Bo1g147750.1	C01	41852491	5877
Bo1g147760.1	C01	41854226	5878
Bo1g147770.1	C01	41855947	5879
Bo1g147780.1	C01	41863701	5880
Bo1g147790.1	C01	41867873	5881
Bo1g147800.1	C01	41871727	5882
Bo1g147810.1	C01	41875239	5883
Bo1g147820.1	C01	41879724	5884
Bo1g147830.1	C01	41895273	5885
Bo1g147840.1	C01	41900282	5886
Bo1g147850.1	C01	41901438	5887
Bo1g147860.1	C01	41907987	5888
Bo1g147870.1	C01	41912965	5889
Bo1g147880.1	C01	41916974	5890
Bo1g147890.1	C01	41932120	5891
Bo1g148890.1	C01	41951574	5892
Bo1g148900.1	C01	41956092	5893
Bo1g148910.1	C01	41971818	5894
Bo1g148920.1	C01	41975241	5895
Bo1g148930.1	C01	41977229	5896
Bo1g148940.1	C01	41981281	5897
Bo1g148950.1	C01	42013423	5898
Bo1g148960.1	C01	42015680	5899
Bo1g148970.1	C01	42026045	5900
Bo1g148980.1	C01	42034424	5901
Bo1g148990.1	C01	42036727	5902
Bo1g149000.1	C01	42041350	5903
Bo1g149010.1	C01	42043050	5904
Bo1g149020.1	C01	42047117	5905
Bo1g149030.1	C01	42057079	5906
Bo1g150030.1	C01	42105090	5907
Bo1g150040.1	C01	42107904	5908
Bo1g150050.1	C01	42111049	5909
Bo1g150060.1	C01	42117865	5910
Bo1g150070.1	C01	42122190	5911
Bo1g150080.1	C01	42125447	5912
Bo1g150090.1	C01	42136831	5913
Bo1g150100.1	C01	42139708	5914
Bo1g150110.1	C01	42141592	5915
Bo1g150120.1	C01	42146468	5916
Bo1g150130.1	C01	42152366	5917
Bo1g150140.1	C01	42154543	5918
Bo1g150150.1	C01	42158076	5919
Bo1g150160.1	C01	42159530	5920
Bo1g150170.1	C01	42166782	5921
Bo1g150180.1	C01	42170328	5922
Bo1g150190.1	C01	42183536	5923
Bo1g150200.1	C01	42186092	5924
Bo1g150210.1	C01	42187943	5925
Bo1g150220.1	C01	42191697	5926
Bo1g150230.1	C01	42192905	5927
Bo1g150240.1	C01	42196667	5928
Bo1g150250.1	C01	42198013	5929
Bo1g150260.1	C01	42200882	5930
Bo1g150270.1	C01	42205211	5931
Bo1g150280.1	C01	42210991	5932
Bo1g150290.1	C01	42213855	5933
Bo1g150300.1	C01	42217797	5934
Bo1g150310.1	C01	42218788	5935
Bo1g150320.1	C01	42222542	5936
Bo1g150330.1	C01	42232067	5937
Bo1g150340.1	C01	42237125	5938
Bo1g150350.1	C01	42248433	5939
Bo1g150360.1	C01	42251271	5940
Bo1g150370.1	C01	42260393	5941
Bo1g150380.1	C01	42261017	5942
Bo1g150390.1	C01	42265867	5943
Bo1g150400.1	C01	42267368	5944
Bo1g150410.1	C01	42268905	5945
Bo1g150420.1	C01	42276836	5946
Bo1g150430.1	C01	42279635	5947
Bo1g150440.1	C01	42296710	5948
Bo1g150450.1	C01	42303981	5949
Bo1g150460.1	C01	42304499	5950
Bo1g150470.1	C01	42306813	5951
Bo1g150480.1	C01	42309523	5952
Bo1g150490.1	C01	42313236	5953
Bo1g150500.1	C01	42317086	5954
Bo1g150510.1	C01	42318630	5955
Bo1g150520.1	C01	42321010	5956
Bo1g150530.1	C01	42323745	5957
Bo1g150540.1	C01	42325338	5958
Bo1g151540.1	C01	42353988	5959
Bo1g151550.1	C01	42362565	5960
Bo1g151560.1	C01	42368718	5961
Bo1g151570.1	C01	42373507	5962
Bo1g151580.1	C01	42374906	5963
Bo1g151590.1	C01	42380324	5964
Bo1g151600.1	C01	42391379	5965
Bo1g151610.1	C01	42394995	5966
Bo1g151620.1	C01	42398778	5967
Bo1g151630.1	C01	42401413	5968
Bo1g151640.1	C01	42407701	5969
Bo1g151650.1	C01	42412892	5970
Bo1g151660.1	C01	42414689	5971
Bo1g151670.1	C01	42418718	5972
Bo1g151680.1	C01	42420831	5973
Bo1g151690.1	C01	42422443	5974
Bo1g151700.1	C01	42425960	5975
Bo1g151710.1	C01	42433503	5976
Bo1g151720.1	C01	42444574	5977
Bo1g151730.1	C01	42446400	5978
Bo1g151740.1	C01	42447837	5979
Bo1g151750.1	C01	42456411	5980
Bo1g151760.1	C01	42458758	5981
Bo1g151770.1	C01	42460974	5982
Bo1g151780.1	C01	42462550	5983
Bo1g151790.1	C01	42468895	5984
Bo1g151800.1	C01	42471258	5985
Bo1g151810.1	C01	42561174	5986
Bo1g151820.1	C01	42566646	5987
Bo1g151830.1	C01	42576273	5988
Bo1g151840.1	C01	42577871	5989
Bo1g151850.1	C01	42579696	5990
Bo1g151860.1	C01	42584036	5991
BnaC01g39880D	C01	42589690	5992
Bo1g151870.1	C01	42591817	5993
Bo1g151880.1	C01	42595646	5994
Bo1g151890.1	C01	42601186	5995
Bo1g151900.1	C01	42603916	5996
Bo1g151910.1	C01	42608913	5997
Bo1g151920.1	C01	42611049	5998
Bo1g151930.1	C01	42613565	5999
Bo1g151940.1	C01	42616739	6000
Bo1g151950.1	C01	42619990	6001
Bo1g151960.1	C01	42622444	6002
Bo1g151970.1	C01	42623688	6003
Bo1g151980.1	C01	42630011	6004
Bo1g151990.1	C01	42633756	6005
Bo1g152000.1	C01	42640260	6006
Bo1g152010.1	C01	42642509	6007
Bo1g152020.1	C01	42645441	6008
Bo1g152030.1	C01	42648424	6009
Bo1g152040.1	C01	42659518	6010
Bo1g152050.1	C01	42663518	6011
Bo1g152060.1	C01	42670077	6012
Bo1g152070.1	C01	42675459	6013
Bo1g152080.1	C01	42684471	6014
Bo1g152090.1	C01	42687187	6015
Bo1g152100.1	C01	42690991	6016
Bo1g152110.1	C01	42694249	6017
Bo1g152120.1	C01	42699064	6018
Bo1g152130.1	C01	42704735	6019
Bo1g152140.1	C01	42714648	6020
Bo1g152150.1	C01	42719855	6021
BnaC01g40180D	C01	42721258	6022
Bo1g152160.1	C01	42723627	6023
Bo1g152170.1	C01	42730691	6024
Bo1g152180.1	C01	42731907	6025
Bo1g152190.1	C01	42735658	6026
Bo1g152200.1	C01	42749735	6027
BnaC01g40240D	C01	42751837	6028
Bo1g152210.1	C01	42751859	6029
Bo1g152220.1	C01	42766799	6030
Bo1g152230.1	C01	42777100	6031
Bo1g153230.1	C01	42792977	6032
Bo1g153240.1	C01	42799211	6033
Bo1g153250.1	C01	42801727	6034
Bo1g153260.1	C01	42805899	6035
Bo1g153270.1	C01	42809711	6036
Bo1g153280.1	C01	42812792	6037
Bo1g153290.1	C01	42816826	6038
BnaC01g40310D	C01	42818076	6039
Bo1g153300.1	C01	42819805	6040
Bo1g153310.1	C01	42823170	6041
Bo1g153320.1	C01	42828669	6042
Bo1g153330.1	C01	42832541	6043
Bo1g153340.1	C01	42835185	6044
Bo1g153350.1	C01	42837666	6045
Bo1g153360.1	C01	42838840	6046
Bo1g153370.1	C01	42843786	6047
Bo1g153380.1	C01	42846297	6048
Bo1g153390.1	C01	42849475	6049
Bo1g153400.1	C01	42852450	6050
Bo1g153410.1	C01	42854711	6051
Bo1g153420.1	C01	42858540	6052
Bo1g153430.1	C01	42862213	6053
Bo1g153440.1	C01	42869749	6054
BnaC01g40380D	C01	42880544	6055
Bo1g153450.1	C01	42881692	6056
Bo1g153460.1	C01	42891683	6057
Bo1g153470.1	C01	42894992	6058
Bo1g153480.1	C01	42898263	6059
Bo1g153490.1	C01	42900367	6060
Bo1g153500.1	C01	42901824	6061
Bo1g153510.1	C01	42905831	6062
BnaC01g40470D	C01	42908953	6063
Bo1g153520.1	C01	42908953	6064
Bo1g153530.1	C01	42912064	6065
Bo1g153540.1	C01	42915377	6066
Bo1g153550.1	C01	42918285	6067
Bo1g153560.1	C01	42921098	6068
Bo1g153570.1	C01	42930499	6069
Bo1g153580.1	C01	42932750	6070
Bo1g153590.1	C01	42936693	6071
Bo1g153600.1	C01	42943163	6072
Bo1g153610.1	C01	42948993	6073
Bo1g153620.1	C01	42950977	6074
Bo1g153630.1	C01	42953902	6075
Bo1g153640.1	C01	42960646	6076
Bo1g153650.1	C01	42979529	6077
Bo1g153660.1	C01	42987962	6078
Bo1g153670.1	C01	42989754	6079
Bo1g153680.1	C01	42993868	6080
Bo1g153690.1	C01	43002374	6081
Bo1g153700.1	C01	43004905	6082
Bo1g154700.1	C01	43026976	6083
Bo1g154710.1	C01	43029805	6084
Bo1g154720.1	C01	43034652	6085
Bo1g154730.1	C01	43038116	6086
Bo1g154740.1	C01	43041570	6087
Bo1g154750.1	C01	43043335	6088
Bo1g154760.1	C01	43047888	6089
Bo1g154770.1	C01	43049134	6090
Bo1g154780.1	C01	43049910	6091
Bo1g154790.1	C01	43063472	6092
Bo1g154800.1	C01	43069194	6093
Bo1g154810.1	C01	43073988	6094
Bo1g154820.1	C01	43080726	6095
Bo1g154830.1	C01	43084576	6096
Bo1g154840.1	C01	43087240	6097
Bo1g154850.1	C01	43089275	6098
Bo1g154860.1	C01	43091393	6099
Bo1g154870.1	C01	43094555	6100
Bo1g154880.1	C01	43096871	6101
Bo1g154890.1	C01	43098384	6102
Bo1g154900.1	C01	43100748	6103
Bo1g154910.1	C01	43109784	6104
Bo1g154920.1	C01	43112214	6105
Bo1g154930.1	C01	43121528	6106
Bo1g154940.1	C01	43123636	6107
Bo1g154950.1	C01	43126012	6108
Bo1g154960.1	C01	43131744	6109
Bo1g154970.1	C01	43140247	6110
Bo1g154980.1	C01	43141910	6111
Bo1g154990.1	C01	43146663	6112
Bo1g155000.1	C01	43149511	6113
Bo1g155010.1	C01	43152430	6114
Bo1g155020.1	C01	43156436	6115
Bo1g155030.1	C01	43159740	6116
Bo1g155040.1	C01	43162951	6117
Bo1g155050.1	C01	43175691	6118
Bo1g155060.1	C01	43184920	6119
Bo1g155070.1	C01	43189075	6120
Bo1g155080.1	C01	43213843	6121
Bo1g155090.1	C01	43218275	6122
Bo1g155100.1	C01	43226161	6123
Bo1g155110.1	C01	43228621	6124
Bo1g155120.1	C01	43233637	6125
Bo1g155130.1	C01	43240742	6126
Bo1g155140.1	C01	43243466	6127
Bo1g155150.1	C01	43245916	6128
Bo1g156150.1	C01	43257710	6129
Bo1g156160.1	C01	43259662	6130
Bo1g156170.1	C01	43264543	6131
Bo1g156180.1	C01	43268833	6132
Bo1g156190.1	C01	43270578	6133
Bo1g156200.1	C01	43275111	6134
Bo1g156210.1	C01	43277081	6135
Bo1g156220.1	C01	43280487	6136
Bo1g156230.1	C01	43286413	6137
Bo1g156240.1	C01	43289010	6138
Bo1g156250.1	C01	43291132	6139
Bo1g156260.1	C01	43294981	6140
Bo1g156270.1	C01	43301654	6141
Bo1g156280.1	C01	43306172	6142
Bo1g156290.1	C01	43310416	6143
Bo1g156300.1	C01	43314789	6144
Bo1g156310.1	C01	43317505	6145
Bo1g156320.1	C01	43325141	6146
Bo1g156330.1	C01	43332442	6147
Bo1g157330.1	C01	43367516	6148
Bo1g157340.1	C01	43371245	6149
Bo1g157350.1	C01	43378160	6150
Bo1g157360.1	C01	43381283	6151
Bo1g157370.1	C01	43388421	6152
Bo1g157380.1	C01	43391432	6153
Bo1g157390.1	C01	43394154	6154
Bo1g157400.1	C01	43395540	6155
Bo1g157410.1	C01	43398398	6156
Bo1g157420.1	C01	43402248	6157
Bo1g157430.1	C01	43403777	6158
Bo1g157440.1	C01	43406897	6159
Bo1g157450.1	C01	43412762	6160
Bo1g157460.1	C01	43418615	6161
Bo1g157470.1	C01	43421310	6162
Bo1g157480.1	C01	43478014	6163
Bo1g157490.1	C01	43479078	6164
Bo1g157500.1	C01	43484890	6165
Bo1g157510.1	C01	43486849	6166
Bo1g157520.1	C01	43487599	6167
Bo1g157530.1	C01	43490696	6168
Bo1g157540.1	C01	43494309	6169
Bo1g157550.1	C01	43497100	6170
Bo1g157560.1	C01	43500480	6171
Bo1g157570.1	C01	43503628	6172
Bo1g157580.1	C01	43513823	6173
Bo1g157590.1	C01	43533266	6174
Bo1g157600.1	C01	43540292	6175
Bo1g157610.1	C01	43548528	6176
Bo1g157620.1	C01	43560334	6177
Bo1g157630.1	C01	43566797	6178
Bo1g157640.1	C01	43570925	6179
Bo1g157650.1	C01	43573965	6180
Bo1g157660.1	C01	43580888	6181
Bo1g157670.1	C01	43583467	6182
Bo1g157680.1	C01	43588667	6183
Bo1g157690.1	C01	43590524	6184
Bo1g157700.1	C01	43599496	6185
Bo1g157710.1	C01	43602848	6186
Bo1g157720.1	C01	43605012	6187
Bo1g157730.1	C01	43615666	6188
Bo1g158730.1	C01	43640748	6189
Bo1g158740.1	C01	43644688	6190
Bo1g158750.1	C01	43653189	6191
Bo1g158760.1	C01	43654043	6192
Bo1g158770.1	C01	43654769	6193
Bo1g158780.1	C01	43659192	6194
Bo1g158790.1	C01	43662377	6195
Bo1g158800.1	C01	43667624	6196
Bo1g158810.1	C01	43671066	6197
Bo1g158820.1	C01	43682328	6198
Bo1g158830.1	C01	43684464	6199
Bo1g158840.1	C01	43697479	6200
Bo1g158850.1	C01	43705741	6201
Bo1g158860.1	C01	43713959	6202
Bo1g158870.1	C01	43715177	6203
Bo1g158880.1	C01	43716884	6204
Bo1g158890.1	C01	43718876	6205
Bo1g158900.1	C01	43719967	6206
Bo1g158910.1	C01	43721155	6207
Bo1g158920.1	C01	43724088	6208
Bo1g158930.1	C01	43733268	6209
Bo1g158940.1	C01	43743385	6210
Bo1g158950.1	C01	43755198	6211
Bo2g001000.1	C02	24097	6212
Bo2g001010.1	C02	64443	6213
Bo2g001020.1	C02	72371	6214
Bo2g001030.1	C02	79379	6215
Bo2g001040.1	C02	87703	6216
Bo2g001050.1	C02	92207	6217
Bo2g001060.1	C02	95959	6218
Bo2g001070.1	C02	101321	6219
Bo2g001080.1	C02	109273	6220
Bo2g001090.1	C02	115101	6221
Bo2g001100.1	C02	139746	6222
Bo2g001110.1	C02	154927	6223
Bo2g001120.1	C02	167451	6224
Bo2g001130.1	C02	171907	6225
Bo2g001140.1	C02	175255	6226
Bo2g001150.1	C02	178269	6227
Bo2g001160.1	C02	191696	6228
Bo2g001170.1	C02	194137	6229
Bo2g001180.1	C02	194422	6230
Bo2g001190.1	C02	201681	6231
Bo2g001200.1	C02	204458	6232
Bo2g001210.1	C02	207692	6233
Bo2g001220.1	C02	211691	6234
Bo2g001230.1	C02	213603	6235
Bo2g001240.1	C02	218078	6236
Bo2g001250.1	C02	220372	6237
Bo2g001260.1	C02	224411	6238
Bo2g001270.1	C02	226806	6239
Bo2g001280.1	C02	237542	6240
Bo2g001290.1	C02	240757	6241
Bo2g001300.1	C02	247106	6242
Bo2g001310.1	C02	249669	6243
Bo2g001320.1	C02	254988	6244
Bo2g001330.1	C02	258678	6245
Bo2g002330.1	C02	279257	6246
Bo2g002340.1	C02	282350	6247
BnaC02g03730D	C02	283903	6248
Bo2g002350.1	C02	304036	6249
Bo2g002360.1	C02	309129	6250
BnaC02g03700D	C02	311056	6251
Bo2g002370.1	C02	319607	6252
Bo2g002380.1	C02	326710	6253
Bo2g002390.1	C02	333558	6254
Bo2g002400.1	C02	336997	6255
Bo2g002410.1	C02	341899	6256
Bo2g002420.1	C02	343162	6257
Bo2g002430.1	C02	346923	6258
Bo2g002440.1	C02	352029	6259
Bo2g002450.1	C02	358281	6260
Bo2g002460.1	C02	368265	6261
Bo2g002470.1	C02	370657	6262
Bo2g002480.1	C02	374539	6263
Bo2g002490.1	C02	377571	6264
Bo2g002500.1	C02	387010	6265
Bo2g002510.1	C02	394228	6266
Bo2g002520.1	C02	398198	6267
Bo2g002530.1	C02	402186	6268
Bo2g002540.1	C02	410689	6269
Bo2g002550.1	C02	413333	6270
Bo2g002560.1	C02	418736	6271
Bo2g002570.1	C02	421309	6272
Bo2g002580.1	C02	434739	6273
Bo2g002590.1	C02	444905	6274
Bo2g002600.1	C02	450971	6275
Bo2g002610.1	C02	458879	6276
Bo2g002620.1	C02	465288	6277
Bo2g002630.1	C02	469323	6278
Bo2g002640.1	C02	471123	6279
Bo2g002650.1	C02	473119	6280
Bo2g002660.1	C02	474483	6281
Bo2g002670.1	C02	480002	6282
Bo2g002680.1	C02	482472	6283
Bo2g002690.1	C02	485370	6284
Bo2g002700.1	C02	487840	6285
Bo2g002710.1	C02	493648	6286
Bo2g002720.1	C02	496138	6287
Bo2g002730.1	C02	498435	6288
BnaC02g03490D	C02	498860	6289
BnaC02g03500D	C02	498860	6290
Bo2g002740.1	C02	504352	6291
Bo2g002750.1	C02	506965	6292
Bo2g002760.1	C02	511891	6293
Bo2g002770.1	C02	519985	6294
Bo2g002780.1	C02	524312	6295
BnaC02g03430D	C02	524316	6296
Bo2g002790.1	C02	526009	6297
Bo2g002800.1	C02	526626	6298
Bo2g002810.1	C02	527936	6299
Bo2g002820.1	C02	533348	6300
Bo2g002830.1	C02	534649	6301
Bo2g002840.1	C02	537615	6302
Bo2g003840.1	C02	553883	6303
Bo2g003850.1	C02	557535	6304
Bo2g003860.1	C02	560748	6305
Bo2g003870.1	C02	561887	6306
Bo2g003880.1	C02	571726	6307
Bo2g003890.1	C02	577316	6308
Bo2g003900.1	C02	579005	6309
Bo2g003910.1	C02	583843	6310
Bo2g003920.1	C02	591343	6311
Bo2g003930.1	C02	593946	6312
Bo2g003940.1	C02	595054	6313
Bo2g003950.1	C02	596804	6314
Bo2g003960.1	C02	604409	6315
Bo2g003970.1	C02	611305	6316
Bo2g003980.1	C02	616665	6317
Bo2g003990.1	C02	622439	6318
Bo2g004000.1	C02	624727	6319
Bo2g004010.1	C02	626375	6320
Bo2g004020.1	C02	627521	6321
BnaC02g03150D	C02	629582	6322
BnaC02g03160D	C02	629582	6323
BnaC02g03170D	C02	629582	6324
Bo2g004030.1	C02	652509	6325
Bo2g004040.1	C02	659735	6326
Bo2g004050.1	C02	665040	6327
Bo2g004060.1	C02	667189	6328
BnaC02g03110D	C02	667638	6329
Bo2g004070.1	C02	668522	6330
Bo2g004080.1	C02	672929	6331
Bo2g004090.1	C02	676759	6332
Bo2g004100.1	C02	678661	6333
Bo2g004110.1	C02	687627	6334
Bo2g004120.1	C02	691680	6335
Bo2g004130.1	C02	694302	6336
BnaC02g03030D	C02	699737	6337
Bo2g004140.1	C02	700649	6338
Bo2g004150.1	C02	704779	6339
Bo2g004160.1	C02	712245	6340
BnaC02g02970D	C02	716364	6341
Bo2g004170.1	C02	733819	6342
Bo2g004180.1	C02	763757	6343
Bo2g004190.1	C02	765823	6344
Bo2g005190.1	C02	771305	6345
Bo2g005200.1	C02	773309	6346
Bo2g005210.1	C02	777056	6347
BnaC02g02950D	C02	778062	6348
Bo2g005220.1	C02	788179	6349
Bo2g005230.1	C02	792200	6350
Bo2g005240.1	C02	795336	6351
BnaC02g02910D	C02	797969	6352
BnaC02g02920D	C02	797969	6353
Bo2g005250.1	C02	798460	6354
Bo2g005260.1	C02	802837	6355
BnaC02g02890D	C02	803548	6356
Bo2g005270.1	C02	807029	6357
Bo2g005280.1	C02	808471	6358
Bo2g005290.1	C02	811778	6359
Bo2g005300.1	C02	814996	6360
Bo2g005310.1	C02	818376	6361
Bo2g005320.1	C02	819721	6362
Bo2g005330.1	C02	823002	6363
Bo2g005340.1	C02	825907	6364
Bo2g005350.1	C02	828069	6365
Bo2g005360.1	C02	834616	6366
Bo2g005370.1	C02	838598	6367
Bo2g005380.1	C02	843409	6368
Bo2g005390.1	C02	851602	6369
Bo2g005400.1	C02	854300	6370
Bo2g005410.1	C02	856796	6371
Bo2g005420.1	C02	859058	6372
Bo2g005430.1	C02	864653	6373
Bo2g005440.1	C02	870262	6374
Bo2g005450.1	C02	872355	6375
Bo2g005460.1	C02	878917	6376
Bo2g005470.1	C02	882869	6377
Bo2g005480.1	C02	884930	6378
Bo2g005490.1	C02	889110	6379
Bo2g005500.1	C02	899177	6380
Bo2g006500.1	C02	913448	6381
Bo2g006510.1	C02	914642	6382
Bo2g006520.1	C02	917079	6383
Bo2g006530.1	C02	919287	6384
Bo2g006540.1	C02	921407	6385
Bo2g006550.1	C02	925008	6386
Bo2g006560.1	C02	934798	6387
Bo2g006570.1	C02	940270	6388
Bo2g006580.1	C02	948928	6389
Bo2g006590.1	C02	953422	6390
Bo2g006600.1	C02	959611	6391
Bo2g006610.1	C02	965590	6392
Bo2g006620.1	C02	969877	6393
Bo2g006630.1	C02	980858	6394
BnaC02g02620D	C02	982906	6395
Bo2g006640.1	C02	983717	6396
Bo2g006650.1	C02	984873	6397
Bo2g006660.1	C02	989124	6398
Bo2g006670.1	C02	992896	6399
BnaC02g02580D	C02	996707	6400
Bo2g006680.1	C02	998324	6401
Bo2g006690.1	C02	1007189	6402
Bo2g006700.1	C02	1009808	6403
Bo2g006710.1	C02	1012529	6404
BnaC02g02560D	C02	1021554	6405
Bo2g006720.1	C02	1024096	6406
Bo2g006730.1	C02	1028494	6407
Bo2g006740.1	C02	1030480	6408
Bo2g006750.1	C02	1031867	6409
Bo2g006760.1	C02	1032808	6410
Bo2g006770.1	C02	1036034	6411
Bo2g006780.1	C02	1040180	6412
Bo2g006790.1	C02	1043504	6413
Bo2g006800.1	C02	1048503	6414
Bo2g006810.1	C02	1051913	6415
Bo2g006820.1	C02	1053736	6416
Bo2g006830.1	C02	1055203	6417
Bo2g006840.1	C02	1058765	6418
Bo2g006850.1	C02	1064000	6419
Bo2g006860.1	C02	1100558	6420
Bo2g006870.1	C02	1106233	6421
Bo2g006880.1	C02	1107729	6422
Bo2g006890.1	C02	1108346	6423
Bo2g006900.1	C02	1115528	6424
Bo2g006910.1	C02	1118572	6425
BnaC02g02380D	C02	1121013	6426
Bo2g006920.1	C02	1122575	6427
Bo2g006930.1	C02	1124931	6428
Bo2g006940.1	C02	1126827	6429
BnaC02g02340D	C02	1128663	6430
Bo2g006950.1	C02	1145455	6431
Bo2g006960.1	C02	1150644	6432
Bo2g006970.1	C02	1156010	6433
Bo2g006980.1	C02	1159959	6434
Bo2g006990.1	C02	1161694	6435
Bo2g007000.1	C02	1163287	6436
BnaC02g02230D	C02	1189740	6437
Bo2g007010.1	C02	1200994	6438
Bo2g007020.1	C02	1214572	6439
Bo2g007030.1	C02	1230548	6440
Bo2g007040.1	C02	1230950	6441
Bo2g007050.1	C02	1240015	6442
Bo2g007060.1	C02	1242019	6443
Bo2g007070.1	C02	1244548	6444
Bo2g007080.1	C02	1245756	6445
Bo2g007090.1	C02	1247976	6446
Bo2g007100.1	C02	1249897	6447
Bo2g007110.1	C02	1261148	6448
Bo2g007120.1	C02	1264833	6449
Bo2g007130.1	C02	1279070	6450
Bo2g007140.1	C02	1287207	6451
Bo2g007150.1	C02	1291802	6452
Bo2g007160.1	C02	1296360	6453
Bo2g007170.1	C02	1300513	6454
Bo2g007180.1	C02	1301790	6455
Bo2g007190.1	C02	1336188	6456
Bo2g007200.1	C02	1341511	6457
Bo2g007210.1	C02	1352814	6458
BnaC02g02010D	C02	1357582	6459
Bo2g007220.1	C02	1365526	6460
Bo2g007230.1	C02	1369686	6461
Bo2g007240.1	C02	1371214	6462
Bo2g007250.1	C02	1374488	6463
Bo2g007260.1	C02	1376533	6464
Bo2g007270.1	C02	1389026	6465
Bo2g007280.1	C02	1391436	6466
Bo2g007290.1	C02	1400918	6467
Bo2g007300.1	C02	1403593	6468
Bo2g007310.1	C02	1408284	6469
Bo2g007320.1	C02	1409566	6470
Bo2g007330.1	C02	1412789	6471
Bo2g007340.1	C02	1422934	6472
Bo2g007350.1	C02	1427203	6473
Bo2g007360.1	C02	1431745	6474
Bo2g007370.1	C02	1432911	6475
Bo2g007380.1	C02	1436902	6476
Bo2g007390.1	C02	1442566	6477
Bo2g007400.1	C02	1444468	6478
Bo2g007410.1	C02	1454525	6479
BnaC02g01840D	C02	1458876	6480
Bo2g007420.1	C02	1458876	6481
Bo2g007430.1	C02	1460884	6482
Bo2g007440.1	C02	1462651	6483
BnaC02g01800D	C02	1464445	6484
Bo2g007450.1	C02	1466221	6485
Bo2g007460.1	C02	1469895	6486
Bo2g007470.1	C02	1472828	6487
Bo2g007480.1	C02	1474310	6488
Bo2g007490.1	C02	1480956	6489
Bo2g007500.1	C02	1482881	6490
Bo2g007510.1	C02	1487449	6491
Bo2g007520.1	C02	1490690	6492
Bo2g007530.1	C02	1496541	6493
BnaC02g01690D	C02	1509634	6494
Bo2g007540.1	C02	1509634	6495
Bo2g007550.1	C02	1516976	6496
Bo2g007560.1	C02	1519538	6497
Bo2g008560.1	C02	1553008	6498
Bo2g008570.1	C02	1563057	6499
Bo2g008580.1	C02	1568570	6500
Bo2g008590.1	C02	1571578	6501
Bo2g008600.1	C02	1575296	6502
Bo2g008610.1	C02	1584137	6503
Bo2g008620.1	C02	1588891	6504
Bo2g008630.1	C02	1591752	6505
Bo2g008640.1	C02	1595403	6506
Bo2g008650.1	C02	1600525	6507
Bo2g008660.1	C02	1603844	6508
BnaC02g01600D	C02	1606816	6509
BnaC02g01590D	C02	1607770	6510
Bo2g008670.1	C02	1610971	6511
Bo2g008680.1	C02	1621692	6512
Bo2g008690.1	C02	1624094	6513
Bo2g008700.1	C02	1627992	6514
Bo2g008710.1	C02	1629744	6515
Bo2g008720.1	C02	1632351	6516
Bo2g008730.1	C02	1638393	6517
Bo2g008740.1	C02	1641196	6518
Bo2g008750.1	C02	1647261	6519
Bo2g008760.1	C02	1652450	6520
Bo2g008770.1	C02	1658398	6521
Bo2g008780.1	C02	1667359	6522
BnaC02g00360D	C02	1673184	6523
Bo2g008790.1	C02	1676742	6524
Bo2g008800.1	C02	1681064	6525
Bo2g008810.1	C02	1683748	6526
Bo2g008820.1	C02	1687892	6527
BnaC02g01380D	C02	1691568	6528
BnaC02g01390D	C02	1691568	6529
Bo2g008830.1	C02	1695302	6530
Bo2g008840.1	C02	1700826	6531
